2023-05-25 11:38:14,102 | root | INFO | main.py run @ 50 : processing unit: cuda
2023-05-25 11:38:14,211 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-raw-balanced-04`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-04/', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-25 11:38:14,212 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-raw-balanced-04`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-04/test-', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-25 11:38:14,213 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-raw-balanced-03`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-03.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-03/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,213 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-raw-balanced-03`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-03.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-03/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,214 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-raw-balanced-02`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-02.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-02/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,215 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-raw-balanced-02`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-02.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-02/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,216 | root | INFO | main.py run @ 68 : train dataset `conversation-v2-dataset-onehot-raw-balanced-01`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-01.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-01/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,217 | root | INFO | main.py run @ 69 : test dataset `conversation-v2-dataset-onehot-raw-balanced-01`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-01.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-01/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,218 | root | INFO | main.py run @ 68 : train dataset `sequential-conversation-v2-dataset-onehot`, shortname: `basic-sequential` kwargs -> {'data_path': 'data/dataset-v2/train-04.csv', 'output_path': 'data/preprocessed/sequential-v2-04/', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-25 11:38:14,218 | root | INFO | main.py run @ 69 : test dataset `sequential-conversation-v2-dataset-onehot`, shortname: `basic-sequential` kwargs -> {'data_path': 'data/dataset-v2/test-04.csv', 'output_path': 'data/preprocessed/sequential-v2-04/test-', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-25 11:38:14,219 | root | INFO | main.py run @ 68 : train dataset `conversation-with-index-v2-dataset-onehot-raw-balanced-04`, shortname: `conversation-bow-with-triple` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-train-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-04/', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-25 11:38:14,220 | root | INFO | main.py run @ 69 : test dataset `conversation-with-index-v2-dataset-onehot-raw-balanced-04`, shortname: `conversation-bow-with-triple` kwargs -> {'data_path': 'data/dataset-v2/conversation/balanced-test-v2-04.csv', 'output_path': 'data/preprocessed/conversation-balanced-v2-04/test-', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-25 11:38:14,220 | root | INFO | main.py run @ 68 : train dataset `toy-conversation-v2-dataset-onehot-raw`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-balanced-train-v2-04.csv', 'output_path': 'data/preprocessed/toy-conversation-v2/', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-25 11:38:14,221 | root | INFO | main.py run @ 69 : test dataset `toy-conversation-v2-dataset-onehot-raw`, shortname: `conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-balanced-test-v2-04.csv', 'output_path': 'data/preprocessed/toy-conversation-v2/test-', 'load_from_pkl': True, 'preprocessings': ['rr', 'idr'], 'persist_data': True}
2023-05-25 11:38:14,222 | root | INFO | main.py run @ 68 : train dataset `toy-cnn-conversation-v2-dataset-onehot`, shortname: `cnn-conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-balanced-train-v2-04.csv', 'output_path': 'data/preprocessed/toy-conversation-v2/', 'load_from_pkl': False, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,223 | root | INFO | main.py run @ 69 : test dataset `toy-cnn-conversation-v2-dataset-onehot`, shortname: `cnn-conversation-bow` kwargs -> {'data_path': 'data/dataset-v2/conversation/toy-balanced-test-v2-04.csv', 'output_path': 'data/preprocessed/toy-conversation-v2/test-', 'load_from_pkl': False, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,224 | root | INFO | main.py run @ 68 : train dataset `toy-sequential-conversation-v2-dataset-onehot`, shortname: `basic-sequential` kwargs -> {'data_path': 'data/dataset-v2/toy-train-04.csv', 'output_path': 'data/preprocessed/toy-sequential-v2-04/', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,224 | root | INFO | main.py run @ 69 : test dataset `toy-sequential-conversation-v2-dataset-onehot`, shortname: `basic-sequential` kwargs -> {'data_path': 'data/dataset-v2/toy-test-04.csv', 'output_path': 'data/preprocessed/toy-sequential-v2-04/test-', 'load_from_pkl': True, 'preprocessings': ['rr'], 'persist_data': True}
2023-05-25 11:38:14,225 | root | INFO | main.py run @ 73 : started new session: lstm-balanced-v2-04
2023-05-25 11:38:14,226 | root | INFO | main.py create_model_configs @ 37 : activation module kwargs: {}
2023-05-25 11:38:14,228 | root | INFO | main.py create_model_configs @ 38 : loss module kwargs: {'reduction': 'sum', 'pos_weight': tensor(1.2000)}
2023-05-25 11:38:14,228 | root | INFO | main.py run @ 84 : started new command `test` of session `lstm-balanced-v2-04`
2023-05-25 11:38:14,234 | root | INFO | dataset.py preprocess @ 503 : trying to load tokens from file
2023-05-25 11:38:22,843 | root | INFO | dataset.py __vectorize__ @ 103 : loading vectors from file
2023-05-25 11:38:25,934 | root | INFO | dataset.py prepare @ 239 : data preparation finished
2023-05-25 11:38:28,075 | root | INFO | dataset.py preprocess @ 503 : trying to load tokens from file
2023-05-25 11:38:28,747 | root | INFO | dataset.py __vectorize__ @ 103 : loading vectors from file
2023-05-25 11:38:33,913 | root | INFO | dataset.py prepare @ 239 : data preparation finished
2023-05-25 11:38:42,272 | root | INFO | rnn.py load_params @ 202 : loaded model weights from file: output\05-24-2023-13-12-01-lstm-balanced-v2-04\lstm\basic-sequential\rr.idr-lr0.000500-h512-l1\weights\best_model.pth
2023-05-25 11:39:55,388 | root | INFO | rnn.py test @ 190 : predictions are saved at: output/05-25-2023-11-38-14-lstm-balanced-v2-04/lstm/basic-sequential/rr.idr-lr0.000500-h512-l1/preds.pkl
2023-05-25 11:39:55,391 | root | INFO | rnn.py test @ 193 : targets are saved at: output/05-25-2023-11-38-14-lstm-balanced-v2-04/lstm/basic-sequential/rr.idr-lr0.000500-h512-l1/targets.pkl
2023-05-25 11:39:55,392 | root | WARNING | main.py run @ 83 : no dataset was specified.
2023-05-25 11:39:55,392 | root | INFO | main.py run @ 84 : started new command `eval` of session `lstm-balanced-v2-04`
2023-05-25 11:39:56,053 | root | INFO | baseline.py evaluate @ 67 : saving ROC curve at: output/05-25-2023-11-38-14-lstm-balanced-v2-04/lstm/basic-sequential/rr.idr-lr0.000500-h512-l1/ROC-curve.png
2023-05-25 11:39:56,341 | root | INFO | baseline.py evaluate @ 74 : saving precision-recall curve at: output/05-25-2023-11-38-14-lstm-balanced-v2-04/lstm/basic-sequential/rr.idr-lr0.000500-h512-l1/precision-recall-curve.png
2023-05-25 11:39:56,362 | root | INFO | baseline.py evaluate @ 77 : test set -> AUCROC: 0.9675696 | AUCPR: 0.9487866 | accuracy: 0.8999144 | precision: 0.9753813 | recall: 0.8121658
